,de_text,en_text,de_url,en_url
16,"Neben einer schnellen, gerechten und flächendeckenden Verteilung an alle in Fragen kommenden Personen bleiben auch Tests, Kontaktverfolgung, Belüftung von Innenräumen und Einhaltung von Abstandsgeboten weiterhin ein Teil unseres Verteidigungskonzepts.","Testing, contact tracing, ventilation in indoor spaces and physical distancing remain part of our arsenal of defences, next to the rapid, fair and generalized uptake of vaccines by everyone eligible.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
17,"Dies sind bewährte Maßnahmen, die eine Fortsetzung des Lebens bei gleichzeitiger Eindämmung des Virus und Vermeidung großflächiger und schädigender Lockdowns ermöglichen.","These are tried and tested measures that enable lives to continue while controlling the virus and avoiding widespread, damaging lockdowns.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
18,Wir müssen unsere Taktik ändern: von der Reaktion auf einen Wiederanstieg der Fallzahlen von COVID-19 hin zur Verhinderung eines solchen Anstiegs.,We must change our tactics from reacting to surges of COVID-19 to preventing them from happening in the first place.,https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
19,"Angesichts der aktuellen Situation in Europa und Zentralasien stimmt es mich zuversichtlich, dass in den vergangenen zwei Wochen 23 Länder die sozialen Maßnahmen sinnvoll verstärkt haben. Gleichzeitig bin ich besorgt darüber, dass sieben Länder ihre Maßnahmen gelockert haben.","In the situation Europe and central Asia finds itself today, I am encouraged to see that over the past 2 weeks, 23 countries have responsibly strengthened social measures. But I am also concerned that 7 have eased up.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
20,"Zwar sollten die Maßnahmen der jeweiligen lokalen Epidemiologie angemessen sein, doch angesichts des allgegenwärtigen Wiederanstiegs der Fallzahlen von COVID-19 appelliere ich an jede einzelne Gesundheitsbehörde, derzeit jede Lockerung oder Aufhebung von Maßnahmen sorgfältig zu prüfen.","Measures should be commensurate with the local epidemiology, but with the widespread resurgence of COVID-19, I am asking every health authority to carefully reconsider easing or lifting of measures at this very moment.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
21,"Korrekt und konsequent angewandte Präventivmaßnahmen ermöglichen uns eine Fortsetzung unseres Lebens und haben keine gegenteilige Wirkung. Präventivmaßnahmen berauben die Menschen nicht ihrer Freiheit, sondern sichern sie. Mit anderen Worten: Der sicherste Weg, Lockdowns zu vermeiden – die nur als absolut letztes Mittel eingesetzt werden dürfen –, besteht darin, solche Maßnahmen anzuwenden und die Übertragungsraten von COVID-19 niedrig zu halten.","Preventive measures, when applied correctly and consistently, allow us to go on with our lives, not the opposite. Preventive measures do not deprive people of their freedom, they ensure it. In other words, the best way to avoid lockdowns – which are an absolute last resort – is to apply such measures and keep COVID-19 transmission low.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
22,"Nun, zu Beginn der Grippesaison, droht uns ein gleichzeitiges Zirkulieren von Influenza und COVID-19. Doch gegen beide Viren wirken die gleichen Präventivmaßnahmen, und gegen beide stehen uns wirksame und sichere Impfstoffe zur Verfügung.","As we enter the flu season, we face the prospect of both influenza and COVID-19 circulating. The same preventive measures work against both viruses, and we have effective and safe vaccines for both.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
23,"Wir sind an einem weiteren entscheidenden Punkt des Wiederaufflammens der Pandemie angelangt. Die Europäische Region liegt wieder im Epizentrum der Pandemie, wie schon vor einem Jahr. Der Unterschied liegt darin, dass wir heute mehr wissen und mehr tun können. Uns stehen mehr Instrumente und Mittel zur Verfügung, um den Schaden für Bevölkerung und Gesellschaft zu mildern und zu verringern.","We are at another critical point of pandemic resurgence. Europe is back at the epicentre of the pandemic, where we were 1 year ago. The difference today is that we know more and we can do more. We have more tools and means to mitigate and reduce the damage to our communities and society.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
24,Die aktuelle Situation und die alarmierenden kurzfristigen Prognosen müssen uns zum Handeln veranlassen.,The current situation and alarming short-term projections should trigger us to act.,https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
25,"Letztendlich werden wir diese Pandemie nur überwinden, wenn Politik, Wissenschaft und Öffentlichkeit an einem Strang ziehen. Wir müssen weiter vorsichtig bleiben, frühzeitig auf jede Veränderung der Lage reagieren und dem Virus einen Schritt voraus sein.","Ultimately, we are only getting out of this pandemic if politicians, scientists and the public work together. We need to stay cautious, act early on any change and stay ahead of the virus.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
26,Ich danke Ihnen.,Thank you.,https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-update-on-covid-19-europe-and-central-asia-again-at-the-epicentre-of-the-pandemic
27,"Majestät, Frau Kommissarin Kyriakides, sehr geehrte Gäste, Fürsprecherinnen und Fürsprecher für öffentliche Gesundheit!","Your Majesty, Commissioner Kyriakides, distinguished guests, public health champions,",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
28,"Zur heutigen Einweihung des Europäischen Bündnisses für psychische Gesundheit begrüße ich Sie mit großer Freude, aber auch mit einem tiefgreifenden Verantwortungsgefühl.",It is with great pleasure but also with a profound sense of responsibility that I welcome you here today for the launch of the Pan-European Coalition on mental health.,https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
29,"Wie Hippocrates vor 2500 Jahren sagte: Jede Krankheit beginnt in der Psyche, der Seele. Deshalb beginnen auch wir, mit vereinten Kräften genau das zu stärken, von dem alles ausgeht: unsere psychische Gesundheit und unser seelisches Wohlbefinden.","As Hippocrates said 2,500 years ago that every disease starts from the psyche, the soul, so we too begin to unite our forces to strengthen exactly where it all begins from: our mental health and well-being.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
30,"Dieses Bündnis ist auch ein von mir persönlich angestrebtes Ziel, ein brennender Wunsch, der in den vielen Jahren, in denen ich den Erzählungen von Menschen zugehört habe und in allen Teilen der Welt mit den Ausgegrenzten der Gesellschaft zu tun hatte, sowohl vor und nach meinem Amtsantritt als Regionaldirektor, nach und nach Gestalt angenommen hat.","This Coalition is also a personal aspiration of mine, a burning desire that was born over the many years of listening to the stories of people on the ground, working with those most marginalized in society all over the world, both before and after assuming the position of Regional Director.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
31,"Die Zahlen sind unerbittlich: In der Europäischen Region der WHO lebten schon vor Beginn der COVID-19-Pandemie mindestens 150 Mio. Menschen mit einer psychischen Erkrankung, und nur ein Bruchteil von ihnen erhielt die nötige Versorgung. Seit Beginn der Pandemie hat sich die Situation eindeutig verschärft. Und wir alle sind davon betroffen.","The numbers are relentless: At least 150 million people in the WHO European Region lived with a mental health condition before COVID-19 hit, and only a fraction was receiving the support they needed. Obviously, things have deteriorated since the onset of the pandemic. And we all have been affected.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
32,"Auf dem Athener Gipfel zum Thema psychische Gesundheit im Juli, der von der WHO einberufen und von der griechischen Regierung ausgerichtet wurde, riefen politische Entscheidungsträger und Experten aus den 53 Ländern der Europäischen Region dazu auf, die psychische Gesundheit in den Mittelpunkt des Wiederaufbaus zu stellen.","Back in July this year, at the Athens Mental Health Summit convened by WHO and hosted by the Government of Greece, policy-makers and experts from across the 53 countries in the European Region issued an appeal for mental health to be placed at the heart of the recovery.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
33,"Heute reagieren wir auf diesen Aufruf, indem wir das Europäische Bündnis für psychische Gesundheit einweihen.","Today, we are responding to that call through the launch of the Pan-European Mental Health Coalition.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
34,Ich sehe das Bündnis für psychische Gesundheit als ein Zeichen der Hoffnung – Hoffnung auf Veränderungen auf allen Ebenen.,"I see the Mental Health Coalition as a catalyst for hope, hope for change at all levels:",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
35,"Auf der individuellen Ebene ist Hoffnung die innere Substanz, die psychische Gesundheit und seelisches Wohlbefinden ermöglicht.","At individual level, hope is the inner substance needed in the journey of mental health and wellbeing;",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
36,"Auf der kommunalen Ebene stärkt und fördert Hoffnung den kollektiven Glauben an Investitionen in Maßnahmen und Initiativen, die eine erhebliche und dauerhafte Wirkung auf die sozialen und sonstigen Determinanten der psychischen Gesundheit und des seelischen Wohlbefindens der Menschen haben.",At community level hope strengthens and encourages the collective belief in investing in actions and initiatives that ensure significant and sustained positive impacts on the social and other determinants of people’s mental health and well-being;,https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
37,"Auf der nationalen und der gesamteuropäischen Ebene befähigt Hoffnung Regierungen, internationale Organisationen und Finanzierungsinstitutionen dazu, die Lehren aus der Pandemie zu verinnerlichen und die Gesundheitssysteme und die psychische Gesundheitsversorgung am Bedarf künftiger Generationen auszurichten, damit diese in Zukunft besser für eine ähnliche Gesundheitskrise gerüstet sind.","At the national and pan-European level hope empowers governments, international organizations and funders to move forward, assimilating the lessons learnt from the pandemic and designing health systems and mental health services for future generations who will no longer be vulnerable to a similar public health crisis in the future.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
38,"Wir betrachten das Bündnis für psychische Gesundheit als das Vehikel für die Umsetzung dieser Hoffnung auf Veränderung in die praktische Realität, das die Zukunft unserer Kinder und Enkel bestimmen wird.",We envision the Mental Health Coalition as the vehicle to transform this hope for change into a practical reality which will determine the future of our children and that of our children's children.,https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
39,"Dies werden wir erreichen, indem wir zusammen MIT IHNEN ALLEN umgehend drei Arbeitsfelder aktivieren:","We will do so by activating immediately, WITH ALL OF YOU, three streams of work:",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
40,"ERSTENS: Wir werden einen Austausch von Wissen und bewährten Praktiken zwischen Mitgliedstaaten, internationalen Organisationen und nichtstaatlichen Akteuren, einschließlich der Zivilgesellschaft, organisieren, und die Leistungsempfänger und deren Angehörige, wissenschaftliche Einrichtungen, gemeinnützige Organisationen und Privatunternehmen einbeziehen.","FIRST: We will organize for the exchange of knowledge and good practices working with Member States, international organizations and non-state actors, including civil society, representing service users and their families, academia, philanthropic organizations and the private sector.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
41,"ZWEITENS: Wir werden zusammen mit allen Mitgliedern des Bündnisses darauf hinarbeiten, eine patientenfreundliche psychische Gesundheitsversorgung mit gemeindenaher Unterstützung zu schaffen, Ressourcen für Investitionen in die psychische Gesundheit zu mobilisieren, präzise Daten zu gewinnen und für Reformen des Leistungsangebots im Bereich der psychischen Gesundheit zu werben, die geschlechtersensibel sind und dem Schutz von Menschenrechten dienen.",SECOND: We will collaborate with all the members of the Coalition to create people friendly mental health services with support at the community level; mobilize resources for investment in mental health; collect accurate data and advocate for mental health service reforms that are gender sensitive and promote human rights.,https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
42,"DRITTENS: Wir werden die Öffentlichkeit für Fragen der psychischen Gesundheit sensibilisieren, gegen Stigmatisierung und Diskriminierung kämpfen und Programme zur Prävention psychischer Gesundheitsprobleme, auch am Arbeitsplatz, unterstützen, stets mit Schwerpunkt auf den am stärksten gefährdeten Bevölkerungsgruppen.","THIRD: We will raise public awareness of mental health; tackle stigma and discrimination, and support programmes to prevent mental health conditions including at the workplace and with emphasis always, to the most vulnerable groups of the population.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
43,"Ich bin fest davon überzeugt, dass wir so in ein paar Jahren das feiern können, was wir gemeinsam erreicht haben.","I sincerely believe that in this way, we will be able to stand here in a few years celebrating the difference that altogether, we have made.",https://www.euro.who.int/de/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition,https://www.euro.who.int/en/media-centre/sections/statements/2021/statement-launch-of-the-pan-european-mental-health-coalition
